sentiment_score,value,company
-0.5,Integrity,U.S. Cellular
0.1,Performance,U.S. Cellular
-0.8,Respect,U.S. Cellular
0.2,Agility,Uber Technologies
0.2,Collaboration,Uber Technologies
-0.6,Customer,Uber Technologies
0,Diversity,Uber Technologies
1,Execution,Uber Technologies
2.1,Innovation,Uber Technologies
-1.1,Integrity,Uber Technologies
-0.6,Performance,Uber Technologies
-1.2,Respect,Uber Technologies
-1.2,Agility,UBS
0.7,Collaboration,UBS
1.4,Customer,UBS
1.2,Diversity,UBS
-0.3,Execution,UBS
0.9,Innovation,UBS
-1.1,Integrity,UBS
-1.1,Performance,UBS
-0.5,Respect,UBS
-1.2,Agility,Universal Health Services
2.3,Collaboration,Universal Health Services
0.8,Customer,Universal Health Services
0.4,Diversity,Universal Health Services
-0.2,Execution,Universal Health Services
-0.4,Innovation,Universal Health Services
-0.7,Integrity,Universal Health Services
-0.2,Performance,Universal Health Services
-0.8,Respect,Universal Health Services
-1.8,Agility,Ultimate Software
0.8,Collaboration,Ultimate Software
0.7,Customer,Ultimate Software
0.3,Diversity,Ultimate Software
0,Execution,Ultimate Software
0.6,Innovation,Ultimate Software
-0.3,Integrity,Ultimate Software
-1.5,Performance,Ultimate Software
1.4,Respect,Ultimate Software
-0.6,Agility,Under Armour
1.2,Collaboration,Under Armour
0.1,Customer,Under Armour
-0.2,Diversity,Under Armour
-0.7,Execution,Under Armour
2.2,Innovation,Under Armour
-1,Integrity,Under Armour
-0.1,Performance,Under Armour
-0.9,Respect,Under Armour
-1.2,Agility,Unilever
0.9,Collaboration,Unilever
-0.1,Customer,Unilever
1.4,Diversity,Unilever
-0.1,Execution,Unilever
1.5,Innovation,Unilever
-0.2,Integrity,Unilever
-1.3,Performance,Unilever
-0.8,Respect,Unilever
-1.3,Agility,Unisys
1,Collaboration,Unisys
0.8,Customer,Unisys
1,Diversity,Unisys
-0.1,Execution,Unisys
1.3,Innovation,Unisys
-0.3,Integrity,Unisys
-1.1,Performance,Unisys
-1.2,Respect,Unisys
-0.8,Agility,United Airlines
0.6,Collaboration,United Airlines
0,Customer,United Airlines
2.3,Diversity,United Airlines
-0.5,Execution,United Airlines
0.8,Innovation,United Airlines
-1,Integrity,United Airlines
-0.7,Performance,United Airlines
-0.6,Respect,United Airlines
-1.1,Agility,United Technologies
0.3,Collaboration,United Technologies
-1.5,Customer,United Technologies
0.4,Diversity,United Technologies
-0.5,Execution,United Technologies
2,Innovation,United Technologies
0.4,Integrity,United Technologies
0.6,Performance,United Technologies
-0.6,Respect,United Technologies
-0.9,Agility,UnitedHealth Group
0.3,Collaboration,UnitedHealth Group
0.2,Customer,UnitedHealth Group
0.9,Diversity,UnitedHealth Group
-0.5,Execution,UnitedHealth Group
2.3,Innovation,UnitedHealth Group
-0.9,Integrity,UnitedHealth Group
-0.4,Performance,UnitedHealth Group
-1,Respect,UnitedHealth Group
-0.5,Agility,Universal Studios
1.5,Collaboration,Universal Studios
0.8,Customer,Universal Studios
1.5,Diversity,Universal Studios
-0.9,Execution,Universal Studios
0.4,Innovation,Universal Studios
-1.1,Integrity,Universal Studios
-0.7,Performance,Universal Studios
-1,Respect,Universal Studios
-0.8,Agility,UPS
1.4,Collaboration,UPS
2,Customer,UPS
0.1,Diversity,UPS
-0.6,Execution,UPS
0,Innovation,UPS
-0.7,Integrity,UPS
-0.4,Performance,UPS
-1.1,Respect,UPS
-0.1,Agility,Urban Outfitters
0.7,Collaboration,Urban Outfitters
0.5,Customer,Urban Outfitters
1.4,Diversity,Urban Outfitters
-0.5,Execution,Urban Outfitters
1.4,Innovation,Urban Outfitters
-1,Integrity,Urban Outfitters
-1.4,Performance,Urban Outfitters
-1.1,Respect,Urban Outfitters
-1.6,Agility,URS Corporation
0.3,Collaboration,URS Corporation
1.8,Customer,URS Corporation
-0.3,Diversity,URS Corporation
0.5,Execution,URS Corporation
1,Innovation,URS Corporation
-0.8,Integrity,URS Corporation
0.2,Performance,URS Corporation
-1.1,Respect,URS Corporation
-1.5,Agility,USAA
0.5,Collaboration,USAA
1.4,Customer,USAA
-0.5,Diversity,USAA
-1,Execution,USAA
1.5,Innovation,USAA
0.6,Integrity,USAA
0,Performance,USAA
-0.9,Respect,USAA
-0.9,Agility,United States Postal Service
0.8,Collaboration,United States Postal Service
2.2,Customer,United States Postal Service
0.3,Diversity,United States Postal Service
-0.1,Execution,United States Postal Service
0.3,Innovation,United States Postal Service
-0.8,Integrity,United States Postal Service
-0.8,Performance,United States Postal Service
-1.1,Respect,United States Postal Service
-1.5,Agility,UTC Aerospace Systems
1.1,Collaboration,UTC Aerospace Systems
0.1,Customer,UTC Aerospace Systems
1,Diversity,UTC Aerospace Systems
-0.5,Execution,UTC Aerospace Systems
1.7,Innovation,UTC Aerospace Systems
-0.4,Integrity,UTC Aerospace Systems
-0.8,Performance,UTC Aerospace Systems
-0.7,Respect,UTC Aerospace Systems
-0.5,Agility,Vail Resorts
0.2,Collaboration,Vail Resorts
0.9,Customer,Vail Resorts
0,Diversity,Vail Resorts
-0.5,Execution,Vail Resorts
2.4,Innovation,Vail Resorts
-1.2,Integrity,Vail Resorts
-0.7,Performance,Vail Resorts
-0.4,Respect,Vail Resorts
-1.4,Agility,Valero Energy
0,Collaboration,Valero Energy
1.2,Customer,Valero Energy
-0.1,Diversity,Valero Energy
-0.2,Execution,Valero Energy
2.1,Innovation,Valero Energy
-0.5,Integrity,Valero Energy
-0.7,Performance,Valero Energy
-0.4,Respect,Valero Energy
-1,Agility,Vanguard
1,Collaboration,Vanguard
1.7,Customer,Vanguard
0.4,Diversity,Vanguard
-0.8,Execution,Vanguard
-0.9,Innovation,Vanguard
1.1,Integrity,Vanguard
-0.7,Performance,Vanguard
-0.8,Respect,Vanguard
-1,Agility,Varian Medical Systems
0.4,Collaboration,Varian Medical Systems
0.7,Customer,Varian Medical Systems
1.7,Diversity,Varian Medical Systems
-0.5,Execution,Varian Medical Systems
1.1,Innovation,Varian Medical Systems
-0.3,Integrity,Varian Medical Systems
-1.5,Performance,Varian Medical Systems
-0.7,Respect,Varian Medical Systems
-0.8,Agility,Verizon
0.5,Collaboration,Verizon
-0.2,Customer,Verizon
0.6,Diversity,Verizon
-0.8,Execution,Verizon
2.3,Innovation,Verizon
-0.8,Integrity,Verizon
0.2,Performance,Verizon
-1,Respect,Verizon
-1.2,Agility,Viacom Media Networks
0.6,Collaboration,Viacom Media Networks
0.2,Customer,Viacom Media Networks
1.6,Diversity,Viacom Media Networks
0.1,Execution,Viacom Media Networks
1.3,Innovation,Viacom Media Networks
-1.2,Integrity,Viacom Media Networks
-1.3,Performance,Viacom Media Networks
-0.2,Respect,Viacom Media Networks
-1,Agility,Victoria's Secret
0.4,Collaboration,Victoria's Secret
1.3,Customer,Victoria's Secret
0.1,Diversity,Victoria's Secret
-0.6,Execution,Victoria's Secret
1.9,Innovation,Victoria's Secret
-1,Integrity,Victoria's Secret
-0.1,Performance,Victoria's Secret
-1.1,Respect,Victoria's Secret
-1.3,Agility,Visa Inc.
-0.5,Collaboration,Visa Inc.
1.3,Customer,Visa Inc.
0.1,Diversity,Visa Inc.
-0.1,Execution,Visa Inc.
2.1,Innovation,Visa Inc.
-0.2,Integrity,Visa Inc.
-0.8,Performance,Visa Inc.
-0.8,Respect,Visa Inc.
-0.7,Agility,Vitas Healthcare
1.5,Collaboration,Vitas Healthcare
1.8,Customer,Vitas Healthcare
-0.7,Diversity,Vitas Healthcare
-0.4,Execution,Vitas Healthcare
0.8,Innovation,Vitas Healthcare
-0.8,Integrity,Vitas Healthcare
-0.5,Performance,Vitas Healthcare
-0.9,Respect,Vitas Healthcare
-1.1,Agility,VMware
0.3,Collaboration,VMware
0.1,Customer,VMware
0.6,Diversity,VMware
-0.6,Execution,VMware
2.4,Innovation,VMware
-0.2,Integrity,VMware
-0.7,Performance,VMware
-0.8,Respect,VMware
-1.1,Agility,W.W. Grainger
1.7,Collaboration,W.W. Grainger
1.1,Customer,W.W. Grainger
-0.3,Diversity,W.W. Grainger
-0.4,Execution,W.W. Grainger
1.3,Innovation,W.W. Grainger
-1,Integrity,W.W. Grainger
-0.7,Performance,W.W. Grainger
-0.7,Respect,W.W. Grainger
-0.7,Agility,Walgreens
1,Collaboration,Walgreens
0.8,Customer,Walgreens
0.4,Diversity,Walgreens
-1,Execution,Walgreens
1.9,Innovation,Walgreens
-0.9,Integrity,Walgreens
-0.6,Performance,Walgreens
-0.9,Respect,Walgreens
-0.8,Agility,Walmart
0.9,Collaboration,Walmart
1,Customer,Walmart
0.5,Diversity,Walmart
-1,Execution,Walmart
1.7,Innovation,Walmart
-0.8,Integrity,Walmart
-0.4,Performance,Walmart
-1.1,Respect,Walmart
-1.3,Agility,Warner Bros.
0.1,Collaboration,Warner Bros.
-0.9,Customer,Warner Bros.
1.8,Diversity,Warner Bros.
0.1,Execution,Warner Bros.
1.4,Innovation,Warner Bros.
-1,Integrity,Warner Bros.
0.1,Performance,Warner Bros.
-0.4,Respect,Warner Bros.
-0.5,Agility,Wayfair
1,Collaboration,Wayfair
0.6,Customer,Wayfair
0.2,Diversity,Wayfair
0,Execution,Wayfair
1.9,Innovation,Wayfair
-1.2,Integrity,Wayfair
-0.6,Performance,Wayfair
-1.4,Respect,Wayfair
-0.7,Agility,Weatherford International
0.5,Collaboration,Weatherford International
-0.6,Customer,Weatherford International
2.1,Diversity,Weatherford International
-0.2,Execution,Weatherford International
1.2,Innovation,Weatherford International
-0.9,Integrity,Weatherford International
-0.5,Performance,Weatherford International
-0.8,Respect,Weatherford International
-1.6,Agility,Wegmans Food Markets
1.7,Collaboration,Wegmans Food Markets
1.3,Customer,Wegmans Food Markets
0.4,Diversity,Wegmans Food Markets
-0.8,Execution,Wegmans Food Markets
0.3,Innovation,Wegmans Food Markets
-0.7,Integrity,Wegmans Food Markets
-0.7,Performance,Wegmans Food Markets
0.1,Respect,Wegmans Food Markets
-0.5,Agility,WellCare
0.8,Collaboration,WellCare
-1.3,Customer,WellCare
0.1,Diversity,WellCare
-0.1,Execution,WellCare
2.2,Innovation,WellCare
-0.8,Integrity,WellCare
0.5,Performance,WellCare
-0.8,Respect,WellCare
-1,Agility,Wells Fargo
1.3,Collaboration,Wells Fargo
0.3,Customer,Wells Fargo
2,Diversity,Wells Fargo
-0.6,Execution,Wells Fargo
0.2,Innovation,Wells Fargo
-0.9,Integrity,Wells Fargo
-0.5,Performance,Wells Fargo
-0.8,Respect,Wells Fargo
-0.8,Agility,Wendy's
1.7,Collaboration,Wendy's
1.6,Customer,Wendy's
-0.3,Diversity,Wendy's
-0.8,Execution,Wendy's
0.7,Innovation,Wendy's
-0.8,Integrity,Wendy's
-0.4,Performance,Wendy's
-0.9,Respect,Wendy's
-0.8,Agility,Western Digital
1.5,Collaboration,Western Digital
0,Customer,Western Digital
0.1,Diversity,Western Digital
-0.2,Execution,Western Digital
0.9,Innovation,Western Digital
-1.4,Integrity,Western Digital
1.2,Performance,Western Digital
-1.4,Respect,Western Digital
0,Agility,Whataburger
1.8,Collaboration,Whataburger
1.7,Customer,Whataburger
-0.4,Diversity,Whataburger
-0.9,Execution,Whataburger
-1.2,Innovation,Whataburger
-0.8,Integrity,Whataburger
0.1,Performance,Whataburger
-0.4,Respect,Whataburger
-1.3,Agility,Whole Foods Market
1.6,Collaboration,Whole Foods Market
0.3,Customer,Whole Foods Market
0.8,Diversity,Whole Foods Market
-1,Execution,Whole Foods Market
1.3,Innovation,Whole Foods Market
-0.8,Integrity,Whole Foods Market
0,Performance,Whole Foods Market
-0.7,Respect,Whole Foods Market
-0.6,Agility,Willis Towers Watson
1,Collaboration,Willis Towers Watson
0.9,Customer,Willis Towers Watson
1.6,Diversity,Willis Towers Watson
-0.6,Execution,Willis Towers Watson
0.8,Innovation,Willis Towers Watson
-1,Integrity,Willis Towers Watson
-0.8,Performance,Willis Towers Watson
-1.3,Respect,Willis Towers Watson
-0.3,Agility,Windstream
1,Collaboration,Windstream
0.2,Customer,Windstream
0,Diversity,Windstream
-0.8,Execution,Windstream
2.2,Innovation,Windstream
-0.3,Integrity,Windstream
-1,Performance,Windstream
-1,Respect,Windstream
-0.4,Agility,Winn-Dixie
1.1,Collaboration,Winn-Dixie
0.7,Customer,Winn-Dixie
-0.7,Diversity,Winn-Dixie
-0.6,Execution,Winn-Dixie
2.1,Innovation,Winn-Dixie
-0.9,Integrity,Winn-Dixie
-0.6,Performance,Winn-Dixie
-0.7,Respect,Winn-Dixie
-1,Agility,Wipro
0.9,Collaboration,Wipro
0.2,Customer,Wipro
0.6,Diversity,Wipro
0.1,Execution,Wipro
1.9,Innovation,Wipro
-0.1,Integrity,Wipro
-1.4,Performance,Wipro
-1.2,Respect,Wipro
-0.9,Agility,Workday
0.5,Collaboration,Workday
1.5,Customer,Workday
0.9,Diversity,Workday
-1,Execution,Workday
1.4,Innovation,Workday
-0.5,Integrity,Workday
-1.1,Performance,Workday
-0.8,Respect,Workday
-0.7,Agility,Wyndham Destinations
1.5,Collaboration,Wyndham Destinations
-0.5,Customer,Wyndham Destinations
1.1,Diversity,Wyndham Destinations
-0.6,Execution,Wyndham Destinations
1.4,Innovation,Wyndham Destinations
-1.1,Integrity,Wyndham Destinations
0.1,Performance,Wyndham Destinations
-1.1,Respect,Wyndham Destinations
-0.9,Agility,Xerox
1,Collaboration,Xerox
0.2,Customer,Xerox
1.3,Diversity,Xerox
0,Execution,Xerox
1.5,Innovation,Xerox
-1,Integrity,Xerox
-0.6,Performance,Xerox
-1.4,Respect,Xerox
-0.4,Agility,XPO Logistics
0.6,Collaboration,XPO Logistics
0.5,Customer,XPO Logistics
-0.2,Diversity,XPO Logistics
-0.6,Execution,XPO Logistics
2.4,Innovation,XPO Logistics
-0.8,Integrity,XPO Logistics
-0.3,Performance,XPO Logistics
-1.1,Respect,XPO Logistics
-0.8,Agility,Yahoo
0.9,Collaboration,Yahoo
-0.3,Customer,Yahoo
1.8,Diversity,Yahoo
-0.3,Execution,Yahoo
1.2,Innovation,Yahoo
-1,Integrity,Yahoo
-0.5,Performance,Yahoo
-1.1,Respect,Yahoo
-0.2,Agility,Yelp
2.1,Collaboration,Yelp
-0.1,Customer,Yelp
0.6,Diversity,Yelp
-0.3,Execution,Yelp
0.5,Innovation,Yelp
-1.4,Integrity,Yelp
0.2,Performance,Yelp
-1.3,Respect,Yelp
-0.5,Agility,Zaxby's
1.4,Collaboration,Zaxby's
1.2,Customer,Zaxby's
-0.9,Diversity,Zaxby's
-0.9,Execution,Zaxby's
1.1,Innovation,Zaxby's
-0.9,Integrity,Zaxby's
0.7,Performance,Zaxby's
-1.2,Respect,Zaxby's
